,sentences
3025,"['g', 'o', 'e', 's', ' ', 'b', 'a', 'c', 'k', ' ', 't', 'a', 'l', 'k', 'e', 'd', ' ', 'y', 'e', 'a', 's', 't', ' ', 'e', 'p', 'i', 's', 'o', 'd', 'e', ' ', 'e', 'p', 'i', 's', 'o', 'd', 'e', 's', ' ', 's', 'e', 'v', 'e', 'r', 'a', 'l', ' ', 'e', 'p', 'i', 's', 'o', 'd', 'e', 's', ' ', 'c', 'o', 'n', 's', 'u', 'm', 'e', 'r', 's', ' ', 'v', 'o', 't', 'e', ' ', 'f', 'e', 'e', 't']"
3026,"['t', 'h', 'i', 'n', 'k', ' ', 'c', 'o', 'n', 's', 'u', 'm', 'e', 'r', 's', ' ', 'g', 'e', 't', 't', 'i', 'n', 'g', ' ', 'w', 'a', 'l', 'l', 'e', 'd', ' ', 'g', 'a', 'r', 'd', 'e', 'n', 's', ' ', 'g', 'e', 't', 't', 'i', 'n', 'g', ' ', 'k', 'n', 'o', 'w', ' ', 'n', 'e', 't', 'w', 'o', 'r', 'k', 's', ' ', 'f', 'o', 'r', 'c', 'e', ' ', 'c', 'o', 'n', 't', 'e', 'n', 't']"
3027,"['t', 'h', 'i', 'n', 'k', ' ', 'm', 'e', 't', 'a', ' ', 'u', 's', 'e', 'r', ' ', 'g', 'e', 'n', 'e', 'r', 'a', 't', 'e', 'd', ' ', 'c', 'o', 'n', 't', 'e', 'n', 't', ' ', 't', 'e', 'c', 'h', 'n', 'o', 'l', 'o', 'g', 'i', 'e', 's', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'c', 'o', 'm', 'i', 'n', 'g', ' ', 't', 'o', 'g', 'e', 't', 'h', 'e', 'r', ' ', 'g', 'i', 'v', 'i', 'n', 'g', ' ', 'e', 'x', 'p', 'r', 'e', 's', 's', ' ', 'f', 'i', 'n', 'd', ' ', 'c', 'o', 'n', 't', 'e', 'n', 't', ' ', 'c', 'r', 'e', 'a', 't', 'e', ' ', 'e', 'n', 'g', 'a', 'g', 'e', ' ', 't', 'h', 'i', 'n', 'g', 's', ' ', 'w', 'a', 'n', 't']"
3028,"['t', 'h', 'i', 'n', 'k', ' ', 'g', 'o', 'n', 'n', 'a', ' ', 'n', 'a', 't', 'u', 'r', 'e', ' ', 'f', 'o', 'r', 'c', 'e', ' ', 'k', 'i', 'n', 'd', 'a', ' ', 'a', 'c', 't', 'i', 'v', 'i', 't', 'y', ' ', 'h', 'e', 'l', 'p', ' ', 'b', 'r', 'e', 'a', 'k', ' ', 'w', 'a', 'l', 'l', 'e', 'd', ' ', 'g', 'a', 'r', 'd', 'e', 'n', 's']"
3029,"['l', 'e', 'a', 's', 't', ' ', 'h', 'o', 'p', 'e', ' ', 'k', 'n', 'o', 'w', ' ', 't', 'h', 'i', 'n', 'k', ' ', 'n', 'e', 'e', 'd', ' ', 'n', 'e', 'x', 't', ' ', 'i', 't', 'e', 'r', 'a', 't', 'i', 'o', 'n', ' ', 'i', 'n', 't', 'e', 'r', 'n', 'e', 't', ' ', 'm', 'a', 'k', 'e', ' ', 'k', 'n', 'o', 'w', ' ', 'b', 'e', 't', 't', 'e', 'r', ' ', 'p', 'l', 'a', 'c', 'e']"
3030,"['t', 'h', 'i', 'n', 'k', ' ', 'u', 'l', 't', 'i', 'm', 'a', 't', 'e', 'l', 'y', ' ', 'e', 'v', 'o', 'l', 'u', 't', 'i', 'o', 'n', ' ', 'i', 'n', 't', 'e', 'r', 'n', 'e', 't', ' ', 't', 'a', 'l', 'k', 'i', 'n', 'g']"
3031,"['a', 'l', 's', 'o', ' ', 'h', 'u', 'm', 'a', 'n', ' ', 'e', 'x', 'p', 'r', 'e', 's', 's', 'i', 'o', 'n']"
3032,"['h', 'u', 'm', 'a', 'n', ' ', 'c', 'o', 'n', 'n', 'e', 'c', 't', 'i', 'o', 'n']"
3033,"['r', 'i', 'g', 'h', 't', ' ', 't', 'h', 'i', 'n', 'k', ' ', 'm', 'e', 't', 'a', ' ', 't', 'a', 'l', 'k', ' ', 't', 'h', 'r', 'e', 'e', ' ', 'r', 'e', 'a', 'l', ' ', 't', 'i', 'm', 'e', ' ', 'm', 'a', 's', 's', 'i', 'v', 'e', ' ', 'l', 'a', 'r', 'g', 'e', ' ', 's', 'c', 'a', 'l', 'e', ' ', 'e', 'n', 'v', 'i', 'r', 'o', 'n', 'm', 'e', 'n', 't', 's', ' ', 't', 'a', 'l', 'k', 'i', 'n', 'g', ' ', 'm', 'a', 'n', 'i', 'f', 'e', 's', 't', 'i', 'n', 'g', ' ', 'p', 'e', 'r', 's', 'o', 'n', 'a', 'l', 'i', 't', 'i', 'e', 's', ' ', 'a', 's', 'p', 'i', 'r', 'a', 't', 'i', 'o', 'n', 's', ' ', 'l', 'e', 'n', 'g', 't', 'h', ' ', 'a', 'v', 'a', 't', 'a', 'r']"
3035,"['t', 'a', 'l', 'k', 'e', 'd', ' ', 'l', 'a', 's', 't', ' ', 'y', 'e', 'a', 'r', ' ', 'm', 'a', 't', 't', 'h', 'e', 'w', ' ', 'p', 'e', 'o', 'p', 'l', 'e', ' ', 'r', 'e', 'a', 'l', ' ', 'l', 'i', 'f', 'e', ' ', 'm', 'u', 'l', 't', 'i', 'p', 'l', 'e', ' ', 'i', 'd', 'e', 'n', 't', 'i', 't', 'i', 'e', 's', ' ', 'a', 'v', 'a', 't', 'a', 'r', 's']"
3036,"['t', 'h', 'i', 'n', 'k', ' ', 'p', 'u', 't', 't', 'i', 'n', 'g', ' ', 'a', 'v', 'a', 't', 'a', 'r', 's', ' ', 'p', 'l', 'a', 'c', 'e', ' ', 'r', 'e', 'p', 'r', 'e', 's', 'e', 'n', 't', ' ', 'a', 's', 'p', 'i', 'r', 'a', 't', 'i', 'o', 'n', 's', ' ', 'c', 'r', 'e', 'a', 't', 'i', 'v', 'i', 't', 'y', ' ', 'p', 'l', 'a', 'y', 'i', 'n', 'g', ' ', 'g', 'a', 'm', 'e', ' ', 'w', 'a', 't', 'c', 'h', 'i', 'n', 'g', ' ', 'c', 'o', 'n', 'c', 'e', 'r', 't', ' ', 'g', 'o', 'i', 'n', 'g', ' ', 'm', 'o', 'v', 'i', 'e', ' ', 'd', 'a', 't', 'e', ' ', 'n', 'i', 'g', 'h', 't', ' ', 'c', 'o', 'l', 'l', 'a', 'b', 'o', 'r', 'a', 't', 'i', 'n', 'g', ' ', 'p', 'i', 'e', 'c', 'e', ' ', 'w', 'o', 'r', 'k']"
3037,"['t', 'h', 'i', 'n', 'g', 's', ' ', 'g', 'o', 'i', 'n', 'g', ' ', 'p', 'o', 'w', 'e', 'r', 'f', 'u', 'l', ' ', 'p', 'l', 'a', 't', 'f', 'o', 'r', 'm', ' ', 'c', 'o', 'n', 'n', 'e', 'c', 't', ' ', 'a', 'n', 'o', 't', 'h', 'e', 'r']"
3038,"['k', 'n', 'o', 'w', ' ', 'h', 'a', 'p', 'p', 'y', ' ', 'c', 'o', 'n', 't', 'i', 'n', 'u', 'e', ' ', 'p', 'r', 'o', 'p', 'o', 'n', 'e', 'n', 't', 's', ' ', 'o', 'p', 'e', 'n', ' ', 'm', 'e', 't', 'a', ' ', 'm', 'u', 'c', 'h', ' ', 'l', 'i', 'n', 'e']"
3039,"['r', 'e', 'a', 'l', 'l', 'y', ' ', 'a', 'm', 'a', 'z', 'i', 'n', 'g', ' ', 'p', 'e', 'o', 'p', 'l', 'e', ' ', 'e', 'n', 't', 'r', 'e', 'p', 'r', 'e', 'n', 'e', 'u', 'r', 's', ' ', 'b', 'u', 'i', 'l', 'd', 'e', 'r', 's', ' ', 'e', 'n', 'v', 'i', 's', 'i', 'o', 'n', 'i', 'n', 'g', ' ', 'w', 'e', 'l', 'l']"
3040,"['t', 'h', 'i', 'n', 'k', ' ', 'f', 'u', 't', 'u', 'r', 'e', ' ', 'p', 'e', 'o', 'p', 'l', 'e', ' ', 'a', 'b', 'l', 'e', ' ', 'm', 'u', 'c', 'h', ' ', 'i', 'n', 't', 'e', 'r', 'n', 'e', 't', ' ', 'f', 'u', 't', 'u', 'r', 'e', ' ', 't', 'o', 'd', 'a', 'y']"
3041,"['e', 'x', 'c', 'i', 't', 'e', 'd', ' ', 'a', 'l', 's', 'o', ' ', 'k', 'n', 'o', 'w', ' ', 'a', 'l', 'l', 'u', 'd', 'i', 'n', 'g', ' ', 'k', 'n', 'o', 'w', ' ', 'h', 'u', 'm', 'a', 'n', ' ', 'c', 'o', 'n', 'n', 'e', 'c', 't', 'i', 'v', 'i', 't', 'y', ' ', 'h', 'u', 'g', 'e', 'l', 'y', ' ', 'i', 'm', 'p', 'o', 'r', 't', 'a', 'n', 't', ' ', 'k', 'n', 'o', 'w', ' ', 'k', 'n', 'o', 'w', 's', ' ', 'w', 'o', 'r', 'l', 'd', ' ', 'b', 'a', 'c', 'k', ' ', 'k', 'n', 'o', 'w', ' ', 'q', 'u', 'o', 't', 'e', ' ', 'u', 'n', 'q', 'u', 'o', 't', 'e', ' ', 'n', 'o', 'r', 'm', 'a', 'l']"
3042,"['k', 'n', 'o', 'w', ' ', 'h', 'o', 'n', 'g', ' ', 'k', 'o', 'n', 'g']"
3043,"['t', 'o', 'd', 'a', 'y', ' ', 'g', 'o', 'i', 'n', 'g', ' ', 'b', 'a', 'c', 'k', ' ', 'l', 'o', 'c', 'k', 'd', 'o', 'w', 'n', ' ', 'k', 'n', 'o', 'w', ' ', 'y', 'e', 'a', 'r', 's']"
3044,"['k', 'n', 'o', 'w', ' ', 'k', 'n', 'o', 'w', 's', ' ', 'n', 'o', 'r', 'm', 'a', 'l', 'c', 'y', ' ', 'r', 'e', 't', 'u', 'r', 'n', ' ', 'k', 'n', 'o', 'w', ' ', 'l', 'o', 'o', 'k', 'i', 'n', 'g', ' ', 'w', 'a', 'y', 's', ' ', 'i', 'n', 't', 'e', 'r', 'a', 'c', 't', ' ', 'o', 't', 'h', 'e', 'r', 's', ' ', 'r', 'e', 'm', 'o', 't', 'e', 'l', 'y', ' ', 'd', 'i', 'g', 'i', 't', 'a', 'l', 'l', 'y']"
3045,"['m', 'e', 't', 'a', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'i', 'n', 't', 'e', 'r', 'e', 's', 't', 'i', 'n', 'g', ' ', 'c', 'o', 'n', 'c', 'e', 'p', 't', ' ', 'e', 'n', 'a', 'b', 'l', 'e', ' ', 'c', 'o', 'n', 'n', 'e', 'c', 't', 'i', 'o', 'n', 's', ' ', 'w', 'h', 'e', 'r', 'e', 'v', 'e', 'r']"
3046,"['a', 'l', 's', 'o', ' ', 's', 'c', 'r', 'e', 'e', 'n']"
3047,"['a', 'l', 's', 'o', ' ', 'p', 'h', 'y', 's', 'i', 'c', 'a', 'l', ' ', 'r', 'e', 'a', 'l', ' ', 'w', 'o', 'r', 'l', 'd', ' ', 'k', 'n', 'o', 'w', ' ', 'a', 'i', 'd', 'e', 'd', ' ', 'e', 'n', 'a', 'b', 'l', 'e', 'd', ' ', 'r', 'e', 'a', 'l', ' ', 't', 'i', 'm', 'e', ' ', 't', 'h', 'r', 'e', 'e']"
3049,"['t', 'h', 'i', 'n', 'k', ' ', 's', 'u', 'p', 'e', 'r', ' ', 'p', 'r', 'o', 'm', 'i', 's', 'i', 'n', 'g', ' ', 'p', 'a', 'r', 't', 'i', 'c', 'u', 'l', 'a', 'r', 'l', 'y', ' ', 'c', 'r', 'e', 'a', 't', 'o', 'r', ' ', 'e', 'c', 'o', 'n', 'o', 'm', 'y', ' ', 'k', 'n', 'o', 'w', ' ', 'm', 'a', 'k', 'e', ' ', 'p', 'h', 'y', 's', 'i', 'c', 'a', 'l', ' ', 'c', 'o', 'n', 'c', 'e', 'r', 't', 's']"
3050,"['t', 'a', 'l', 'k', 'e', 'd', ' ', 'v', 'i', 'r', 't', 'u', 'a', 'l', ' ', 'm', 'a', 'k', 'e', ' ', 'p', 'h', 'y', 's', 'i', 'c', 'a', 'l', ' ', 'c', 'o', 'n', 'c', 'e', 'r', 't', 's', ' ', 'e', 'n', 'g', 'a', 'g', 'i', 'n', 'g', ' ', 's', 't', 'r', 'e', 'a', 'm', 'e', 'r', 's', ' ', 'k', 'n', 'o', 'w', ' ', 'b', 'e', 't', 't', 'e', 'r', ' ', 'e', 'n', 'g', 'a', 'g', 'e', ' ', 'f', 'o', 'l', 'l', 'o', 'w', 'e', 'r', 's', ' ', 't', 'w', 'i', 't', 'c', 'h', ' ', 'f', 'o', 'l', 'l', 'o', 'w', 'e', 'r', 's', ' ', 'y', 'o', 'u', 't', 'u', 'b', 'e', ' ', 'c', 'r', 'e', 'a', 't', 'e', ' ', 'e', 'n', 'g', 'a', 'g', 'i', 'n', 'g', ' ', 'c', 'l', 'a', 's', 's', ' ', 'f', 'o', 'r', 'm', 's', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'm', 'o', 'n', 'e', 't', 'i', 'z', 'e', ' ', 'b', 'r', 'a', 'n', 'd', ' ', 'k', 'n', 'o', 'w', ' ', 'b', 'u', 'i', 'l', 'd', ' ', 'c', 'o', 'n', 'n', 'e', 'c', 't', 'i', 'o', 'n', 's', ' ', 'd', 'e', 'e', 'p', 'l', 'y']"
3051,"['t', 'h', 'i', 'n', 'k', ' ', 'k', 'n', 'o', 'w', ' ', 's', 'o', 'm', 'e', 't', 'h', 'i', 'n', 'g', ' ', 'c', 'r', 'a', 'i', 'g', ' ', 'r', 'o', 'b', 'l', 'o', 'x', ' ', 't', 'a', 'l', 'k', 'e', 'd', ' ', 'v', 'i', 'r', 't', 'u', 'a', 'l', ' ', 'c', 'o', 'n', 'c', 'e', 'r', 't', 's', ' ', 't', 'h', 'i', 'n', 'k', ' ', 'a', 'p', 'p', 'l', 'i', 'c', 'a', 'b', 'l', 'e', ' ', 'k', 'n', 'o', 'w', ' ', 'm', 'a', 'n', 'y', ' ', 'd', 'i', 'f', 'f', 'e', 'r', 'e', 'n', 't', ' ', 't', 'h', 'i', 'n', 'g', 's', ' ', 'e', 'v', 'e', 'r', 'y', ' ', 's', 'e', 'a', 't', ' ', 'b', 'e', 'c', 'o', 'm', 'e', 's', ' ', 't', 'i', 'c', 'k', 'e', 't']"
3052,"['t', 'h', 'i', 'n', 'k', ' ', 'h', 'u', 'g', 'e', 'l', 'y', ' ', 'i', 'm', 'p', 'o', 'r', 't', 'a', 'n', 't', ' ', 'c', 'o', 'n', 'c', 'e', 'p', 't', ' ', 't', 'h', 'i', 'n', 'k', 'i', 'n', 'g', ' ', 'h', 'u', 'm', 'a', 'n', ' ', 'c', 'o', 'n', 'n', 'e', 'c', 't', 'i', 'o', 'n', ' ', 's', 'i', 't', 't', 'i', 'n', 'g', ' ', 'h', 'u', 'n', 'd', 'r', 'e', 'd', ' ', 'r', 'o', 'w', 's', ' ', 'd', 'e', 'e', 'p', ' ', 'a', 'r', 'e', 'n', 'a']"
3054,"['f', 'a', 'c', 'e', ' ', 'f', 'a', 'c', 'e', ' ', 'a', 'v', 'a', 't', 'a', 'r', ' ', 'a', 'v', 'a', 't', 'a', 'r', ' ', 'c', 'e', 'l', 'e', 'b', 'r', 'i', 't', 'y', ' ', 's', 'o', 'm', 'e', 'o', 'n', 'e', ' ', 'c', 'a', 'r', 'e', ' ', 's', 'o', 'm', 'e', 'o', 'n', 'e', ' ', 'w', 'a', 'n', 't', ' ', 'c', 'l', 'o', 's', 'e', ' ', 'l', 'e', 'a', 'r', 'n']"
3055,"['t', 'h', 'i', 'n', 'k', ' ', 'a', 'b', 'i', 'l', 'i', 't', 'y', ' ', 'c', 'r', 'e', 'a', 't', 'e', ' ', 'c', 'o', 'n', 'n', 'e', 'c', 't', 'i', 'o', 'n', 's', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'p', 'e', 'r', 's', 'o', 'n', 'a', 'l', ' ', 'c', 'o', 'n', 'n', 'e', 'c', 't', 'i', 'o', 'n', 's', ' ', 'm', 'u', 'c', 'h', ' ', 't', 'o', 'd', 'a', 'y', ' ', 'c', 'o', 'm', 'p', 'u', 't', 'e', 'r', ' ', 't', 'h', 'i', 'n', 'k', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'g', 'o', 'n', 'n', 'a', ' ', 'h', 'u', 'g', 'e', ' ', 'd', 'r', 'i', 'v', 'e', 'r', ' ', 'c', 'o', 'n', 's', 'u', 'm', 'e', 'r', ' ', 'd', 'e', 'm', 'a', 'n', 'd', ' ', 'k', 'n', 'o', 'w', ' ', 'b', 'r', 'i', 'n', 'g', 'i', 'n', 'g', ' ', 'p', 'e', 'o', 'p', 'l', 'e', ' ', 'b', 'r', 'i', 'n', 'g', 'i', 'n', 'g', ' ', 'p', 'e', 'o', 'p', 'l', 'e', ' ', 't', 'o', 'g', 'e', 't', 'h', 'e', 'r', ' ', 's', 't', 'a', 'r', 't', ' ', 't', 'a', 'l', 'k', 'i', 'n', 'g', ' ', 'b', 'u', 's', 'i', 'n', 'e', 's', 's', ' ', 'o', 'p', 'p', 'o', 'r', 't', 'u', 'n', 'i', 't', 'i', 'e', 's']"
3056,"['t', 'h', 'i', 'n', 'k', ' ', 'b', 'e', 'c', 'o', 'm', 'e', ' ', 'q', 'u', 'i', 't', 'e', ' ', 'l', 'a', 'r', 'g', 'e']"
3057,"['k', 'n', 'o', 'w']"
3058,"['m', 'e', 'n', 't', 'i', 'o', 'n', 'e', 'd', ' ', 'k', 'n', 'o', 'w', ' ', 'c', 'o', 'n', 's', 'u', 'm', 'e', 'r', ' ', 't', 'e', 'c', 'h', 'n', 'o', 'l', 'o', 'g', 'y', ' ', 'a', 's', 's', 'o', 'c', 'i', 'a', 't', 'i', 'o', 'n', ' ', 'p', 'r', 'e', 's', 'e', 'n', 't', 'a', 't', 'i', 'o', 'n', ' ', 'f', 'o', 'c', 'u', 's', 'e', 'd', ' ', 'e', 'n', 't', 'e', 'r', 'p', 'r', 'i', 's', 'e', ' ', 'l', 'o', 'c', 'a', 't', 'i', 'o', 'n', 's', ' ', 'm', 'e', 't', 'a', ' ', 'v', 'e', 'r', 's', 'u', 's', ' ', 's', 't', 'r', 'a', 't', 'e', 'g', 'y', ' ', 'k', 'n', 'o', 'w', ' ', 't', 'h', 'i', 'n', 'k', ' ', 'c', 'r', 'o', 's', 's', 'o', 'v', 'e', 'r', ' ', 't', 'e', 'r', 'm', 's', ' ', 't', 'e', 'r', 'm', 's', ' ', 'k', 'n', 'o', 'w', ' ', 'm', 'i', 'x', 'e', 'd', ' ', 'r', 'e', 'a', 'l', 'i', 't', 'y', ' ', 'm', 'e', 't', 'a']"
3059,"['t', 'h', 'i', 'n', 'k', ' ', 'k', 'n', 'o', 'w', ' ', 's', 'e', 'e', 'i', 'n', 'g', ' ', 'w', 'e', 'l', 'l']"
3060,"['t', 'i', 'e', 's', ' ', 'b', 'a', 'c', 'k', ' ', 'c', 'o', 'm', 'p', 'a', 'n', 'i', 'e', 's', ' ', 'b', 'r', 'a', 'n', 'd', 's', ' ', 'b', 'e', 't', 't', 'e', 'r', ' ', 'c', 'o', 'n', 'n', 'e', 'c', 't', ' ', 'c', 'o', 'n', 's', 'u', 'm', 'e', 'r', 's', ' ', 'c', 'u', 'r', 'r', 'e', 'n', 't', ' ', 'w', 'o', 'r', 'l', 'd']"
3062,"['s', 'o', 'm', 'e', 'o', 'n', 'e', ' ', 's', 't', 'o', 'r', 'e', ' ', 'c', 'o', 'n', 'n', 'e', 'c', 't']"
3063,"['c', 'o', 'm', 'm', 'e', 'r', 'c', 'e', ' ', 's', 'i', 't', 'e', ' ', 's', 'o', 'c', 'i', 'a', 'l', ' ', 'm', 'e', 'd', 'i', 'a', ' ', 'd', 'e', 'e', 'p', ' ', 'p', 'e', 'r', 's', 'o', 'n', 'a', 'l', ' ', 'c', 'o', 'n', 'n', 'e', 'c', 't', 'i', 'o', 'n']"
3064,"['i', 'm', 'p', 'r', 'o', 'v', 'e', ' ', 'c', 'o', 'n', 'n', 'e', 'c', 't', 'i', 'o', 'n', ' ', 'm', 'a', 'k', 'e', ' ', 'l', 'i', 'k', 'e', ' ', 'r', 'e', 'a', 'l', ' ', 'w', 'o', 'r', 'l', 'd', ' ', 't', 'h', 'i', 'n', 'k', ' ', 'm', 'e', 't', 'a', ' ', 'v', 'e', 'r', 's', 'u', 's', ' ', 'p', 'e', 'r', 'f', 'e', 'c', 't', ' ', 's', 'o', 'l', 'u', 't', 'i', 'o', 'n']"
3065,"['m', 'a', 't', 't', 'h', 'e', 'w', ' ', 'w', 'a', 'n', 'n', 'a', ' ', 'e', 'c', 'h', 'o', ' ', 's', 'a', 'i', 'd', ' ', 'f', 'u', 'n', 'd', 'a', 'm', 'e', 'n', 't', 'a', 'l']"
3066,"['b', 'e', 'l', 'i', 'e', 'v', 'e', ' ', 'k', 'n', 'o', 'w', ' ', 's', 't', 'a', 'r', 't', 'e', 'd', ' ', 'y', 'e', 'a', 'r', ' ', 'j', 'a', 'n', 'u', 'a', 'r', 'y', ' ', 'f', 'i', 'r', 's', 't']"
3067,"['w', 'r', 'o', 't', 'e', ' ', 'a', 'n', 'n', 'u', 'a', 'l', ' ', 'k', 'i', 'n', 'd', ' ', 'y', 'e', 'a', 'r', ' ', 'l', 'e', 't', 't', 'e', 'r']"
3068,"['t', 'h', 'i', 'n', 'g', ' ', 't', 'r', 'y', 'i', 'n', 'g', ' ', 'p', 'o', 'r', 't', 'r', 'a', 'y', ' ', 'r', 'e', 'f', 'e', 'r', 'r', 'e', 'd', ' ', 'm', 'e', 'a', 'n', 'i', 'n', 'g', 'f', 'u', 'l', ' ', 'u', 'n', 'i', 'v', 'e', 'r', 's', 'e']"
3069,"['d', 'e', 's', 'c', 'r', 'i', 'b', 'e', 'd', ' ', 'm', 'e', 'a', 'n', 'i', 'n', 'g', 'f', 'u', 'l', ' ', 'm', 'e', 't', 'a', ' ', 'p', 'l', 'a', 'c', 'e', ' ', 'p', 'o', 'w', 'e', 'r', ' ', 'c', 'r', 'e', 'a', 't', 'i', 'v', 'i', 't', 'y', ' ', 'f', 'o', 's', 't', 'e', 'r', ' ', 'd', 'r', 'i', 'v', 'e', ' ', 'p', 'r', 'o', 's', 'p', 'e', 'r', 'i', 't', 'y']"
3070,"['t', 'h', 'i', 'n', 'k', ' ', 't', 'h', 'r', 'e', 'e', ' ', 't', 'h', 'i', 'n', 'g', 's', ' ', 'm', 'e', 'a', 'n', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'n', 'u', 'm', 'b', 'e', 'r', ' ', 'c', 'r', 'e', 'a', 't', 'i', 'v', 'i', 't', 'y', ' ', 'w', 'a', 'n', 't', ' ', 'e', 'n', 'a', 'b', 'l', 'e', ' ', 'p', 'e', 'o', 'p', 'l', 'e', ' ', 'e', 'x', 'p', 'r', 'e', 's', 's', ' ', 'p', 'a', 'r', 't', ' ', 't', 'h', 'i', 'n', 'g', 's', ' ', 'e', 'n', 'g', 'a', 'g', 'e', ' ', 'e', 'x', 'c', 'i', 't', 'e', ' ', 'i', 'n', 's', 'p', 'i', 'r', 'e']"
3071,"['t', 'a', 'l', 'k', ' ', 'e', 'x', 'c', 'l', 'u', 's', 'i', 'v', 'i', 't', 'y', ' ', 'w', 'a', 'n', 't', ' ', 'u', 'n', 'i', 'v', 'e', 'r', 's', 'e', ' ', 'p', 'l', 'a', 'c', 'e', ' ', 'e', 'v', 'e', 'r', 'y', 'o', 'n', 'e', ' ', 'f', 'e', 'e', 'l', ' ', 'b', 'e', 'l', 'o', 'n', 'g', 'i', 'n', 'g']"
3072,"['n', 'e', 'e', 'd', ' ', 'u', 'n', 'i', 'v', 'e', 'r', 's', 'e', ' ', 'i', 'n', 'c', 'r', 'e', 'd', 'i', 'b', 'l', 'e', ' ', 'p', 'l', 'a', 't', 'f', 'o', 'r', 'm', ' ', 'c', 'r', 'e', 'a', 't', 'e', ' ', 's', 'e', 'n', 's', 'e', ' ', 'b', 'e', 'l', 'o', 'n', 'g', 'i', 'n', 'g', ' ', 's', 'e', 'n', 's', 'e', ' ', 'c', 'o', 'm', 'm', 'u', 'n', 'i', 't', 'y', ' ', 'e', 's', 'p', 'e', 'c', 'i', 'a', 'l', 'l', 'y', ' ', 'd', 'e', 's', 'c', 'r', 'i', 'b', 'e', 'd', ' ', 'w', 'o', 'r', 'l', 'd', ' ', 'c', 'o', 'n', 't', 'i', 'n', 'u', 'o', 'u', 's', 'l', 'y', ' ', 'c', 'o', 'n', 't', 'i', 'n', 'u', 'i', 'n', 'g', ' ', 'r', 'e', 'm', 'o', 't', 'e', ' ', 'a', 'p', 'a', 'r', 't', ' ', 'a', 'n', 'o', 't', 'h', 'e', 'r', ' ', 'r', 'e', 'a', 'l', ' ', 'l', 'i', 'f', 'e', ' ', 'o', 'p', 'p', 'o', 'r', 't', 'u', 'n', 'i', 't', 'y', ' ', 'b', 'r', 'i', 'n', 'g', ' ', 'p', 'e', 'o', 'p', 'l', 'e', ' ', 't', 'o', 'g', 'e', 't', 'h', 'e', 'r', ' ', 'b', 'r', 'i', 'd', 'g', 'e', ' ', 'g', 'a', 'p', 's', ' ', 'b', 'r', 'i', 'n', 'g', ' ', 'd', 'i', 'f', 'f', 'e', 'r', 'e', 'n', 't', ' ', 'c', 'u', 'l', 't', 'u', 'r', 'e', 's', ' ', 't', 'o', 'g', 'e', 't', 'h', 'e', 'r']"
3073,"['n', 'e', 'v', 'e', 'r', ' ', 'b', 'e', 't', 't', 'e', 'r', ' ', 't', 'i', 'm', 'e']"
3074,"['t', 'h', 'i', 'r', 'd', ' ', 'p', 'i', 'e', 'c', 'e', ' ', 'd', 'r', 'i', 'v', 'i', 'n', 'g', ' ', 'p', 'r', 'o', 's', 'p', 'e', 'r', 'i', 't', 'y']"
3075,"['a', 'l', 's', 'o', ' ', 'e', 'n', 'o', 'r', 'm', 'o', 'u', 's', ' ', 'o', 'p', 'p', 'o', 'r', 't', 'u', 'n', 'i', 't', 'y', ' ', 'a', 'l', 'r', 'e', 'a', 'd', 'y', ' ', 't', 'a', 'p', 'p', 'i', 'n', 'g', ' ', 'g', 'e', 'n', 'e', 'r', 'a', 't', 'i', 'o', 'n', ' ', 'c', 'r', 'e', 'a', 't', 'o', 'r', 's']"
3076,"['k', 'n', 'o', 'w', ' ', 's', 'u', 'p', 'e', 'r', ' ', 's', 'o', 'c', 'i', 'a', 'l']"
3077,"['e', 'x', 'c', 'i', 't', 'e', 'd', ' ', 'w', 'o', 'r', 'k', 'i', 'n', 'g', ' ', 'p', 'a', 'r', 't', 'n', 'e', 'r', 'i', 'n', 'g', ' ', 'b', 'u', 'i', 'l', 'd', 'i', 'n', 'g', ' ', 't', 'o', 'g', 'e', 't', 'h', 'e', 'r', ' ', 'r', 'i', 's', 'i', 'n', 'g', ' ', 'c', 'r', 'e', 'a', 't', 'o', 'r', ' ', 'g', 'e', 'n', 'e', 'r', 'a', 't', 'i', 'o', 'n']"
3078,"['o', 'p', 'p', 'o', 'r', 't', 'u', 'n', 'i', 't', 'y', ' ', 'e', 'v', 'e', 'r', 'y', 'o', 'n', 'e', ' ', 'r', 'e', 'm', 'o', 't', 'e']"
3079,"['r', 'e', 'a', 'l', 'l', 'y', ' ', 's', 'h', 'a', 'r', 'p', 'e', 'n', ' ', 's', 'k', 'i', 'l', 'l', ' ', 'd', 'e', 'c', 'i', 'd', 'e', ' ', 'w', 'a', 'n', 'n', 'a', ' ', 'c', 'r', 'e', 'a', 't', 'e', ' ', 'm', 'o', 'v', 'e', 'm', 'e', 'n', 't', ' ', 'w', 'a', 'n', 'n', 'a', ' ', 'p', 'a', 'r', 't']"
